index,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,ground_service,value_for_money,recommended,overall_rating,review,year,month,sentiment,month_year,Season,From,To
491,Business,Business Class,CPH to SFO,2016-10-01,5.0,5.0,5.0,4.0,4.0,4,yes,9.0, Copenhagen to San Francisco with SAS Scandinavian. The new business class cabin. Very comfortable seats. Very friendly and good service. 4 choices of meal. 2 choices of white wine and 2 of red. Entertainment system was good but I miss the classical music. Not so many other music choices either. Arrived 20 min before scheduled arrival. Wi-Fi was on board.,2016.0,10.0,Positive,2016-10,Fall,CPH,SFO
492,Couple Leisure,Economy Class,HEL to HKG via ARN,2016-10-01,5.0,5.0,4.0,4.0,4.0,5,yes,9.0,"Chose SAS due to very competitive pricing on their HKG route knowing the fact that you pay for snacks and drinks on European flights and for drinks on intercontinental. All flights on time, very good legroom as well as improved IFE on their new A333 intercontinental fleet, very good food for Economy on their longer flights plus an excellent senior crew on both long legs arriving on time at HKG and ARN respectively. Legroom very good indeed for Economy with seating 2-4-2, big & tasty portions of main meals on par with CX or QR for Economy, however, IFE inferior with a limited selection of films and music despite the modern HD screens. To sum up, SAS is a great choice for long haul when the price is right, moreover, their European flights represent the new normal with free tea and coffee. Will fly again for sure.",2016.0,10.0,Positive,2016-10,Fall,HEL,HKG
493,Solo Leisure,Economy Class,STR to HEL via CPH,2016-10-01,3.0,1.0,1.0,1.0,1.0,3,no,5.0," Stuttgart to Helsinki via Copenhagen with SAS Scandinavian. Staff seemed a little bit unhappy and not enjoying their job. Not friendly when speaking to passengers, no smiling. Airplane was really small and it was very hot. Air condition really weak. I would rather not choose them again. Prices are okay but I would pay a little bit more to fly with Lufthansa.",2016.0,10.0,Negative,2016-10,Fall,STR,HEL
494,Business,Business Class,ARN to ORD,2016-10-01,2.0,3.0,3.0,1.0,3.0,4,yes,6.0,"  Stockholm to Chicago. Unlike some SAS transatlantic flights which use 2+2+2 seating, which scarcely exceeds Economy Plus on some carriers, this flight had the new layout with 1+2+1 seats. Much more room but the seat was hard as a rock and adjustments were somewhat limited. Menu was nice but the main course (pork) just tasted strange. Service was perfectly efficient but I played a game. Whenever a flight attendant did something for me - offer bread, pick up a drink, etc. I said ""thank you"". Not until 8+ hours into the flight and more than 20 thanks later did any of them say anything. No ""you're welcome"". Nothing. SAS needs teach its flight attendants to smile and be gracious.",2016.0,10.0,Positive,2016-10,Fall,ARN,ORD
495,Family Leisure,Economy Class,CDG to ARN,2016-05-01,4.0,4.0,1.0,1.0,4.0,3,no,6.0,"Paris CDG to Stockholm Arlanda. I was unpleasantly surprised that SAS, a full service airline charges you for food (and it isn't cheap). Other full service airlines like Air France and British Airways provide good free meals, even for flights within the EU. Also, I am a Singapore Airlines Krisflyer Member and my flight with SAS did not allow me to accrue miles, in comparison to other Star Alliance members such as Aegean and Thai Airways which honored accrual of miles with similar class of ticket purchased. Aircraft was dated. This in my opinion makes SAS no different or even below budget carriers which provide free wifi and newer cabins such as Norwegian.",2016.0,5.0,Positive,2016-05,Spring,CDG,ARN
496,Business,Business Class,ORD to ZRH via ARN,2016-10-01,2.0,1.0,1.0,1.0,1.0,1,no,1.0,"  I have flown SAS business and economy a few times in the past but was appalled with the quality of service in the business class on the flight from Chicago to Stockholm this morning. The purser first insisted that the blanket be kept away during take-off, although it was 10 in the night while boarding the flight and when asked the reason for the same, he rudely says -'haven't you seen the TV?!' (Although the TV msg failed to state that blankets cannot be used during take-off) then the dinner was bought with the wrong selection of meals (perhaps it was my English- but salad and scallops certainly do not sound the same!). Then the head purser brings milk instead of cappuccino (as requested twice), after all of these seemingly poor judgements is customer service the lady drives her cart into my feet knowing well that I was stood by the aisle seat on my way to the loo. All of the above incidents took place in a span of 8 hours and neither of the 4 different staff had the courtesy to excuse or apologise for their poor manners or service. I can say that Swiss and Lufthansa service is way more pleasant and fulfilling. ",2016.0,10.0,Negative,2016-10,Fall,ORD,ZRH
497,Couple Leisure,Premium Economy,EVE to OSL,2016-09-01,1.0,5.0,1.0,1.0,3.0,3,yes,8.0,"Harstad/Narvik to Oslo. Check in is all self-service, but if you have a question there is an agent you can turn to. We left 10 minutes ahead of schedule thanks to the small size of the airport (only one flight at this time). The staff was very friendly, helpful and accommodating. Our arrival was not delayed by any traffic congestion at OSL. What was not ok was the seating in the ex-business, now premium economy class, called SAS-Plus. The cabin had no curtain divider. The seats were the same in the whole cabin, which is not unusual in Europe, but the fact that they do not leave the middle one of the three seats on each side free as do other (better-rated) European national carriers led one to believe it might have been a waste to go SAS-Plus. The only difference in service is that you get your cold snack and drinks for free up front, but they are the same as in the back. What made up for this minimalistic approach to comfort was the exceptionally good job the cabin crew did. There was no business lounge at EVE, but the airport is comfortable otherwise.",2016.0,9.0,Positive,2016-09,Fall,EVE,OSL
498,Solo Leisure,Business Class,ARN to ORD,2016-08-01,5.0,5.0,5.0,4.0,5.0,5,yes,10.0,"  Stockholm to Chicago. After a fast and efficient boarding process the plane took off on time. Two FAs dressed as chefs were in charge of the meals which deserved at least one Michelin star. Fresh vegetables and fruits, perfect meat and a gorgeous presentation, accomanied by fine wines, made dining a pleasure. Moreover, the treatment of the cabin crew made me feel like at home. The wifi connection worked well compared to other transatlantic flights. The new business class has all seats with direct aisle access and staff handed out thin mattresses for the seats which helped me to sleep well. I landed refreshed in Chicago and was looking forward to my return flight with SAS.",2016.0,8.0,Positive,2016-08,Summer,ARN,ORD
499,Couple Leisure,Economy Class,LAX to ARN,2016-08-01,3.0,4.0,4.0,4.0,1.0,1,no,2.0,"The first trip from Los-Angeles to Stockholm-Arlanda was flawless. New airplane, usual service. Two weeks later we stuck in traffic in Stockholm and arrived 20 minute before start. The staff said it's too late and SAS staff said we have to buy new tickets. Further they said we have to pay 2600 for two tickets, twice the booking price. Luckily we checked prices offered by Norwegian Airline and got two tickets for 1300. ",2016.0,8.0,Positive,2016-08,Summer,LAX,ARN
500,Solo Leisure,Economy Class,CPH to MXP,2016-08-01,3.0,4.0,3.0,1.0,4.0,4,yes,9.0,"  I flew SAS for the very first time (Copenhagen to Milan)  as the last segment of my return trip from USA to Italy with Icelandair (indeed it was a code share flight): everything went smoothly and I had a very pleasant trip with them. Upon landing in CPH at dawn coming from Iceland, I walked to the Service Desk where I got my boarding pass within minutes, then enjoyed the very pleasant Kastrup airport before proceeding to my gate. Flight took off on time,  operated by a very clean A320 with elegant interior. Service on board was friendly and professional and pilots provided plenty of information during the 1h45min hop to Milano. I could't have asked more for the final leg of my (long) trip back home from Seattle.",2016.0,8.0,Positive,2016-08,Summer,CPH,MXP
501,Business,Business Class,HKG to ARN,2016-08-01,5.0,4.0,5.0,5.0,5.0,4,yes,9.0,"  I had a SAS flight from Oslo to Hong Kong via Stockholm. Business outbound and premium economy (SAS Plus) inbound. Great service and a fresh new cabin on the A330. The premium economy cabin is spacious and one of the most comfortable premium economy cabins I've had. Business had great capsuled flatbeds. Wifi was stable and available during the flight except from the Chinese airspace. Food and drinks were tasty and good. Staff were helpful and service minded, but there is a small gap up to Qatar, Thai, Singapore and Emirates in terms of service level. Overall very satisfied.",2016.0,8.0,Positive,2016-08,Summer,HKG,ARN
